transactionid,saledate,customerid,productid,storeid,campaignid,saleamount($),transactiontimeminutes
1736,12/16/2024,1089,2089,401,2,592.91,24
1737,10/1/2024,1066,2054,403,1,1731.2,11
1738,3/15/2025,1016,2094,404,0,297.22,23
1739,9/14/2024,1192,2005,401,3,333.65,9
1740,9/19/2024,1105,2013,402,1,3319.66,27
1741,5/14/2025,1157,2079,402,3,2972.98,19
1742,10/4/2024,1145,2009,403,2,122.5,28
1744,10/23/2024,1097,2005,403,3,1381.39,29
1745,6/27/2024,1137,2071,404,2,1952.94,2
1746,1/13/2025,1020,2070,401,0,93.18,22
1747,1/15/2025,1034,2039,403,2,4993.88,16
1748,1/30/2025,1189,2078,404,3,1588.9,15
1749,9/15/2024,1020,2040,404,2,14.09,13
1750,11/19/2024,1196,2029,402,0,43.95,7
1751,3/14/2025,1103,2016,402,2,155.68,14
1752,11/3/2024,1155,2009,401,3,36.14,26
1753,8/12/2024,1195,2054,404,3,1104.51,20
1754,10/5/2024,1034,2023,403,0,4598.24,26
1755,4/9/2025,1064,2066,404,0,1959.89,4
1756,6/7/2024,1132,2061,404,1,204.31,27
1757,12/21/2024,1091,2001,403,3,1712.85,19
1758,1/9/2025,1037,2021,401,2,1531.46,6
1759,11/27/2024,1089,2093,404,0,733.19,29
1760,3/28/2025,1020,2022,403,1,1763.37,16
1761,10/23/2024,1068,2079,403,2,2602.51,8
1762,2/24/2025,1019,2035,402,3,2917.7,13
1763,3/7/2025,1125,2079,401,3,1593.03,11
1764,9/28/2024,1190,2023,401,3,4188.41,30
1765,4/26/2025,1003,2007,401,3,1662.07,26
1766,9/13/2024,1049,2039,402,1,4522.07,22
1767,10/12/2024,1020,2019,401,3,2773.2,9
1768,12/6/2024,1005,2029,403,2,69.85,11
1769,3/29/2025,1089,2060,402,0,1388.17,16
1770,3/3/2025,1171,2070,401,3,81.75,27
1771,9/13/2024,1098,2072,404,1,1540.45,26
1772,12/27/2024,1080,2089,402,0,926.36,20
1773,7/27/2024,1009,2093,404,1,1813.89,4
1774,4/1/2025,1151,2066,402,0,269.82,17
1775,1/12/2025,1007,2020,402,0,1136.24,13
1776,8/27/2024,1034,2001,402,0,1398.75,24
1777,11/1/2024,1029,2013,404,0,876.25,17
1778,9/28/2024,1023,2035,403,1,882.74,16
1779,12/6/2024,1032,2097,402,2,4920.99,22
1780,10/6/2024,1025,2035,401,3,515.79,24
1781,3/27/2025,1084,2075,404,0,1810.73,15
1785,12/17/2024,1005,2037,402,3,1233.52,26
1786,3/14/2025,1138,2071,401,3,191.66,7
1787,6/14/2024,1109,2091,401,3,3176.16,29
1788,7/23/2024,1033,2089,403,1,640.32,30
1789,7/4/2024,1194,2073,403,0,754.35,10
1790,12/6/2024,1030,2058,403,1,800.94,16
1791,8/16/2024,1116,2039,404,3,1232.23,13
1792,12/27/2024,1131,2057,401,2,764.56,9
1793,5/2/2025,1089,2047,404,0,1570.03,9
1794,7/23/2024,1036,2054,404,0,724.01,28
1795,1/5/2025,1089,2006,404,1,1735.81,18
1797,5/13/2025,1046,2041,404,1,826.2,14
1799,2/6/2025,1023,2054,401,3,991.43,3
1800,3/27/2025,1116,2095,401,1,1731.28,26
1802,6/7/2024,1065,2083,401,2,688.1,16
1803,9/27/2024,1036,2066,404,1,853.64,8
1804,7/26/2024,1120,2052,401,1,444.26,13
1806,3/10/2025,1103,2023,401,2,4467.42,18
1807,3/16/2025,1065,2030,403,1,167.93,3
1808,4/12/2025,1111,2079,404,1,4984.05,17
1809,4/24/2025,1128,2041,402,1,4916.29,5
1810,4/30/2025,1076,2017,401,0,916.45,18
1811,9/21/2024,1089,2042,403,3,1150.91,2
1812,2/20/2025,1034,2042,403,3,653.47,18
1813,6/13/2024,1026,2012,401,3,1885.74,5
1814,7/11/2024,1004,2041,404,0,1297.16,10
1815,1/6/2025,1158,2029,403,2,21.64,9
1816,8/13/2024,1066,2023,404,2,767.84,2
1817,8/5/2024,1179,2010,403,1,1864.48,11
1818,4/29/2025,1167,2075,403,2,600.91,23
1819,5/16/2025,1195,2024,402,0,1431.18,18
1821,1/27/2025,1020,2001,402,0,0,18
1823,5/1/2025,1167,2070,402,2,115.01,27
1825,12/20/2024,1164,2039,404,0,2240.86,28
1826,11/16/2024,1199,2030,404,1,1915.01,12
1828,3/4/2025,1085,2029,402,0,39.75,21
1829,10/30/2024,1100,2019,404,1,3324.81,6
1830,1/19/2025,1199,2035,403,0,3817.53,8
1831,6/14/2024,1005,2005,403,3,523.8,2
1832,8/2/2024,1022,2056,402,0,1372.76,12
1833,5/17/2025,1116,2070,404,1,93.08,4
1834,12/25/2024,1042,2029,402,1,133.86,29
1835,7/29/2024,1133,2041,404,0,1067.37,16
1836,4/29/2025,1089,2028,401,3,378.08,21
1837,1/12/2025,1169,2054,401,3,3588.78,28
1838,12/19/2024,1197,2079,402,2,866.99,22
1839,12/24/2024,1191,2060,402,0,1057.69,30
1840,2/10/2025,1197,2029,404,1,147.07,4
1841,12/28/2024,1032,2065,403,2,1331.85,4
1842,5/30/2025,1032,2013,402,2,3313.72,16
1843,4/4/2025,1116,2019,403,2,3790.14,19
1844,5/5/2025,1191,2079,403,1,3529.07,9
1845,2/22/2025,1032,2035,401,1,1090.4,5
1846,2/14/2025,1032,2013,402,1,3995.81,26
1847,7/25/2024,1089,2052,403,0,1658.51,21
1848,10/17/2024,1059,2056,404,3,237.11,7
1849,12/12/2024,1066,2083,402,0,1772.75,28
1850,1/31/2025,1120,2039,401,1,4801.04,8
1853,4/21/2025,1106,2050,404,0,1415.83,27
1854,5/8/2025,1005,2007,403,2,120.55,21
1855,5/20/2025,1050,2077,402,3,639.49,5
1856,12/27/2024,1071,2023,404,0,4858.96,25
1857,9/13/2024,1170,2054,403,1,2816.09,30
1858,12/6/2024,1010,2063,401,3,518.2,25
1859,10/4/2024,1021,2073,404,1,1619.75,18
1860,4/22/2025,1072,2023,403,2,1512.11,17
1862,12/10/2024,1095,2034,403,3,1149.25,18
1863,9/18/2024,1116,2091,403,2,2122.22,11
1864,9/7/2024,1120,2034,404,3,173.99,5
1866,10/12/2024,1158,2039,401,1,3181.75,14
1867,10/9/2024,1147,2038,404,1,1746.73,10
1868,9/21/2024,1066,2079,401,2,3504.64,2
1869,9/16/2024,1050,2023,404,2,4487.59,22
1870,8/28/2024,1115,2028,404,0,1308.95,17
1871,2/21/2025,1135,2021,402,0,1120.52,24
1872,7/10/2024,1071,2029,403,2,34.67,21
1873,4/23/2025,1117,2091,401,1,1236.2,28
1874,1/13/2025,1006,2052,403,1,917.18,30
1875,11/20/2024,1102,2052,402,0,1826.5,25
1877,12/7/2024,1009,2023,404,1,795.71,2
1878,8/16/2024,1049,2013,403,0,1479.28,17
1879,11/4/2024,1177,2023,401,1,2056.38,27
1880,2/10/2025,1100,2013,402,3,2047.86,29
1881,2/15/2025,1090,2084,402,1,1297.88,22
1883,2/3/2025,1056,2028,402,3,732.52,27
1884,6/15/2024,1012,2058,401,3,1586.43,5
1886,11/3/2024,1141,2097,402,3,4288.17,29
1887,11/15/2024,1067,2033,404,2,562.18,14
1888,7/31/2024,1055,2019,402,0,3894.72,29
1889,9/27/2024,1088,2085,402,1,1918.79,15
1890,11/6/2024,1158,2043,402,0,522.37,27
1891,4/25/2025,1122,2031,401,0,579.53,24
1892,1/30/2025,1026,2000,404,1,1902.07,17
1893,3/9/2025,1082,2019,402,1,757.99,28
1894,3/14/2025,1058,2092,404,3,1474.47,28
1895,3/16/2025,1089,2019,402,0,2426.54,8
1896,2/15/2025,1089,2040,401,0,62.64,6
1898,6/8/2024,1116,2009,404,0,20.26,14
1899,8/23/2024,1005,2079,404,3,3048.78,29
1901,7/26/2024,1172,2058,403,3,869.7,13
1902,9/6/2024,1053,2087,403,0,795.35,4
1904,4/5/2025,1124,2034,403,3,603.98,22
1905,6/3/2024,1116,2071,404,2,1536.9,24
1906,12/2/2024,1114,2039,401,1,2064.01,24
1907,2/2/2025,1089,2079,402,1,669.36,16
1908,2/24/2025,1144,2023,404,0,3044.45,5
1909,10/22/2024,1097,2035,401,3,1306.61,9
1910,10/19/2024,1116,2086,402,1,1713.98,2
1911,12/29/2024,1158,2072,403,2,857.2,16
1912,11/15/2024,1084,2037,402,2,1593.83,27
1913,10/2/2024,1071,2031,403,3,1171.09,10
1914,9/19/2024,1004,2086,402,0,1025.98,3
1915,7/24/2024,1185,2073,403,1,65.55,7
1916,4/25/2025,1033,2023,401,0,1856.11,17
1917,4/9/2025,1073,2052,403,1,295.04,3
1918,9/8/2024,1020,2038,404,1,485.72,12
1919,6/23/2024,1089,2019,402,3,2270.67,20
1920,10/21/2024,1100,2039,403,3,2999.2,3
1921,11/14/2024,1146,2008,403,2,1406.74,26
1923,8/18/2024,1171,2004,402,3,566.99,23
1924,8/25/2024,1020,2091,404,3,2931.23,18
1925,6/13/2024,1166,2029,403,0,122.66,24
1926,7/8/2024,1124,2036,401,1,639.09,7
1927,4/5/2025,1071,2046,401,2,57.37,4
1928,11/18/2024,1192,2020,402,1,505.86,11
1929,7/27/2024,1005,2013,402,0,1487.57,4
1930,9/13/2024,1017,2015,404,2,70.88,13
1931,4/11/2025,1032,2044,403,0,1301.42,27
1932,8/26/2024,1116,2094,403,1,472.73,28
1933,2/14/2025,1033,2097,403,0,3729.65,12
1934,5/17/2025,1033,2054,401,3,1665.25,20
1935,4/20/2025,1198,2060,404,2,1263.48,20
1936,4/2/2025,1046,2006,404,1,1844.97,5
1937,8/3/2024,1161,2097,401,2,4111.99,16
1938,12/23/2024,1098,2068,403,1,996.66,30
1939,1/3/2025,1196,2023,401,0,1036.52,12
1940,11/22/2024,1060,2088,404,0,1787.17,23
1941,4/26/2025,1012,2062,403,1,737.42,27
1942,12/23/2024,1064,2022,403,0,386.69,4
1943,7/29/2024,1099,2031,402,1,753.4,29
1944,9/26/2024,1005,2054,403,3,1365.61,4
1945,8/20/2024,1177,2025,402,2,1760.56,20
1948,3/15/2025,1065,2023,404,1,4449.42,2
1949,2/25/2025,1068,2091,404,1,2114.12,20
1950,8/3/2024,1102,2009,402,1,61.64,21
1951,2/18/2025,1020,2054,404,1,1921.12,6
1952,1/21/2025,1059,2059,402,1,1459.3,20
1953,1/21/2025,1010,2009,403,0,87.17,21
1955,8/31/2024,1016,2010,402,0,387.15,14
1956,7/3/2024,1130,2014,403,3,1094.78,17
1957,5/29/2025,1002,2039,401,2,763.19,27
1959,12/3/2024,1113,2061,402,2,1921.54,19
1960,1/9/2025,1102,2099,401,1,1334.08,19
1961,7/18/2024,1005,2022,401,0,174.73,16
1962,9/24/2024,1136,2019,403,0,4382.15,3
1963,11/18/2024,1104,2076,403,0,1051.69,5
1964,8/22/2024,1005,2079,404,1,780.75,24
1965,10/18/2024,1116,2024,404,0,0,30
1966,1/5/2025,1045,2097,402,0,2989.18,12
1968,8/8/2024,1111,2029,402,1,80.22,23
1969,4/24/2025,1052,2091,404,0,3357.5,26
1970,4/20/2025,1192,2051,402,0,1126.69,25
1971,5/20/2025,1066,2097,402,1,1185.6,21
1972,1/25/2025,1187,2044,402,0,684.47,21
1973,5/10/2025,1179,2091,404,0,3331.17,25
1974,10/26/2024,1001,2068,401,2,196.37,21
1975,7/24/2024,1104,2097,401,3,2899.58,8
1976,9/10/2024,1089,2022,401,1,784.9,19
1977,2/5/2025,1136,2021,403,0,924.02,26
1978,10/4/2024,1144,2020,403,2,1275.14,12
1979,6/5/2024,1076,2074,401,3,1253.82,4
1980,11/11/2024,1077,2091,404,0,3178.8,2
1981,10/3/2024,1065,2087,403,0,427.41,25
1982,12/28/2024,1077,2091,402,3,3334.61,8
1983,8/24/2024,1137,2013,404,0,1922.17,7
1984,3/17/2025,1005,2041,402,0,1127.93,19
1985,11/22/2024,1074,2007,401,1,1675.45,24
1986,10/22/2024,1071,2097,402,0,1873.05,11
1987,3/26/2025,1158,2060,403,0,861.19,10
1989,11/2/2024,1026,2099,403,0,1903.12,11
1990,11/1/2024,1020,2024,404,2,1160.49,15
1991,12/4/2024,1184,2083,401,1,1303.34,5
1993,5/15/2025,1153,2005,404,2,1139.32,7
1994,5/7/2025,1095,2013,404,1,4595.73,27
1995,12/28/2024,1122,2079,402,1,535.61,15
1996,9/6/2024,1165,2056,401,2,808.16,3
1997,12/13/2024,1083,2028,404,0,1644.67,11
1998,12/11/2024,1125,2017,403,2,374.14,16
1999,3/31/2025,1014,2035,404,1,4687.33,30
2000,6/29/2024,1120,2023,404,3,2912.32,5
2001,12/13/2024,1089,2091,403,1,3508.67,18
2002,8/10/2024,1035,2040,401,2,96.09,7
2003,11/18/2024,1034,2081,401,0,935.51,9
2004,9/19/2024,1089,2045,402,2,1589.47,21
2005,11/22/2024,1076,2073,404,2,1225.92,30
2006,6/15/2024,1034,2019,402,0,1578.41,16
2007,1/11/2025,1046,2004,404,1,1135.79,27
2008,10/19/2024,1032,2041,404,0,1050.02,26
2009,2/2/2025,1169,2054,402,0,3040.36,20
2010,7/15/2024,1122,2041,404,3,2205.05,28
2011,8/7/2024,1150,2039,402,3,3220.71,16
2012,9/13/2024,1110,2054,401,0,1004.74,24
2013,12/11/2024,1122,2013,402,2,3669.22,25
2014,12/13/2024,1133,2041,402,3,4720.47,17
2015,3/11/2025,1192,2085,404,3,1826.14,13
2016,10/26/2024,1125,2070,403,1,113.87,22
2017,4/5/2025,1116,2039,404,0,1846.58,19
2018,12/13/2024,1115,2059,401,2,562.25,2
2019,10/11/2024,1020,2026,404,1,812.88,22
2020,12/8/2024,1071,2026,403,0,1177.34,23
2021,12/28/2024,1137,2054,401,0,3277.38,20
2022,5/3/2025,1184,2021,401,0,338.22,14
2023,4/12/2025,1149,2054,401,2,2923.07,11
2024,6/9/2024,1191,2054,402,3,3849.86,28
2025,7/21/2024,1066,2097,402,3,3408.43,13
2026,10/5/2024,1005,2013,403,0,3727.3,17
2027,6/19/2024,1034,2091,402,2,4077.84,8
2028,12/10/2024,1005,2091,401,2,3198.13,29
2029,12/19/2024,1071,2007,401,2,1954.32,8
2030,4/5/2025,1093,2037,404,0,1728.51,30
2031,3/28/2025,1032,2045,403,0,615.85,12
2032,11/2/2024,1010,2065,402,1,1717.76,2
2033,12/13/2024,1196,2052,401,1,1066.42,30
2035,2/5/2025,1082,2026,403,2,567.92,3
2036,5/23/2025,1009,2097,401,1,1142.19,14
2037,11/10/2024,1130,2033,403,3,1522.21,9
2038,9/3/2024,1054,2073,404,0,834.16,16
2039,2/4/2025,1168,2080,401,1,1538.89,21
2040,9/21/2024,1116,2040,403,1,117.37,2
2041,12/12/2024,1034,2015,404,1,1937.28,29
2042,3/22/2025,1030,2096,404,2,1543.05,16
2043,6/15/2024,1053,2097,401,1,2494.34,15
2044,2/28/2025,1056,2027,404,3,1667.33,26
2045,7/11/2024,1154,2019,403,3,1338.3,30
2047,9/4/2024,1034,2045,404,0,595.02,11
2048,6/8/2024,1126,2090,403,1,773.9,26
2049,3/13/2025,1164,2039,404,2,3354.31,25
2050,7/31/2024,1139,2003,404,3,1737.82,24
2051,12/20/2024,1116,2063,403,1,566.78,8
2052,4/23/2025,1054,2019,401,0,1874.65,22
2053,12/9/2024,1005,2091,401,3,3437.59,2
2054,6/24/2024,1199,2039,403,1,4111.64,10
2057,7/8/2024,1008,2021,402,1,792.32,3
2058,6/18/2024,1019,2063,402,0,545.08,14
2059,4/16/2025,1071,2014,404,1,1985.98,24
2061,3/5/2025,1033,2023,401,0,1314.88,16
2062,5/1/2025,1021,2013,403,3,2635.07,22
2063,8/14/2024,1053,2053,403,1,967.13,5
2064,7/4/2024,1076,2003,402,2,750.23,11
2065,12/13/2024,1034,2019,401,0,2434.4,27
2066,4/19/2025,1179,2039,404,3,4587.35,24
2067,12/6/2024,1054,2007,401,2,554.69,30
2068,12/6/2024,1066,2014,401,1,636.51,16
2069,6/22/2024,1185,2098,402,1,1581.57,8
2070,5/24/2025,1068,2034,404,0,278.67,26
2071,12/20/2024,1081,2023,402,0,4990.42,30
2072,8/22/2024,1175,2018,401,2,?,3
2073,8/25/2024,1034,2097,404,2,4973.29,28
2074,11/20/2024,1156,2097,401,0,511.93,14
2075,12/21/2024,1023,2096,402,1,443.01,13
2076,11/21/2024,1172,2098,404,0,1106.47,8
2077,2/21/2025,1021,2070,404,2,15.69,8
2078,6/10/2024,1150,2087,402,0,1459.87,8
2079,9/8/2024,1024,2010,403,2,692.97,20
2080,7/29/2024,1079,2013,402,0,1415.54,13
2081,3/6/2025,1105,2054,404,2,4507.57,9
2083,2/15/2025,1180,2011,402,1,1213.1,14
2085,12/2/2024,1034,2045,402,1,483.42,2
2086,5/31/2025,1020,2039,401,1,1994.07,3
2087,12/14/2024,1017,2080,403,0,1739.24,9
2089,7/6/2024,1133,2019,401,1,4568.36,13
2090,12/19/2024,1160,2044,401,2,1444.89,25
2091,6/6/2024,1111,2028,403,0,645.65,23
2092,8/13/2024,1032,2028,403,0,221.82,28
2093,9/6/2024,1184,2080,402,2,340.36,18
2094,9/5/2024,1107,2079,402,2,3872.54,6
2095,7/23/2024,1046,2000,404,3,1867.17,7
2096,3/14/2025,1033,2019,404,3,2488.99,14
2097,4/11/2025,1159,2091,401,0,2127.23,10
2098,6/15/2024,1027,2038,404,1,660.75,26
2099,9/20/2024,1034,2046,404,0,57.08,17
2100,1/8/2025,1154,2045,402,1,829.36,23
2101,2/2/2025,1164,2098,401,3,1116.07,27
2102,7/5/2024,1071,2079,402,2,4050.3,17
2103,12/3/2024,1045,2067,403,3,1986.49,14
2104,11/7/2024,1004,2009,401,1,124.12,29
2105,10/26/2024,1020,2023,402,0,729.31,30
2106,12/28/2024,1108,2035,404,3,763.04,5
2107,8/7/2024,1051,2091,401,2,559.43,9
2108,9/29/2024,1029,2091,401,3,2996.49,3
2109,6/20/2024,1161,2019,403,0,1662.67,7
2110,12/21/2024,1162,2067,403,0,200.23,17
2112,1/26/2025,1133,2060,402,0,962.5,20
2113,5/13/2025,1034,2065,401,3,351.53,30
2114,4/25/2025,1194,2049,403,0,996.07,3
2115,4/4/2025,1005,2013,401,2,3531.81,12
2117,9/27/2024,1034,2079,402,0,671.23,5
2118,5/30/2025,1195,2045,404,3,1611.65,10
2119,1/30/2025,1111,2015,402,2,1882.23,22
2120,5/12/2025,1034,2052,403,3,986.67,14
2121,6/5/2024,1034,2083,403,1,463.17,16
2122,2/28/2025,1071,2036,403,1,637.78,10
2124,10/29/2024,1195,2070,404,3,44.31,4
2125,1/23/2025,1084,2097,401,2,1033.21,27
2126,3/5/2025,1107,2023,404,3,1050.26,23
2127,11/25/2024,1082,2014,402,0,1819.83,15
2128,10/11/2024,1071,2097,404,2,1196.44,12
2129,4/10/2025,1195,2076,404,3,626.49,6
2130,9/27/2024,1094,2054,404,0,2486.94,25
2131,6/13/2024,1032,2079,403,3,3385.48,29
2132,9/3/2024,1015,2091,403,1,3993.43,20
2133,4/22/2025,1018,2064,403,1,365.9,17
2134,8/10/2024,1192,2067,404,3,1056.58,12
2135,9/30/2024,1005,2017,401,3,330.44,13
2136,5/13/2025,1180,2054,402,3,3612.33,15
2137,10/22/2024,1005,2060,401,0,1058.17,4
2138,5/9/2025,1151,2022,401,2,556.43,9
2139,10/18/2024,1116,2073,404,2,926.28,29
2140,5/15/2025,1080,2054,404,3,4468.26,27
2141,12/3/2024,1065,2019,401,2,1314.17,26
2143,8/1/2024,1066,2047,404,0,257.89,17
2144,8/8/2024,1040,2069,403,2,838.09,30
2145,12/15/2024,1116,2054,401,1,4543.2,27
2146,2/28/2025,1145,2001,401,2,825.17,15
2147,12/1/2024,1005,2009,404,0,122.87,13
2148,7/5/2024,1114,2005,403,0,436.65,16
2149,8/16/2024,1046,2041,404,0,2482.56,15
2150,12/18/2024,1110,2071,401,0,1524.65,28
2151,10/10/2024,1089,2078,403,1,488.49,24
2152,11/22/2024,1032,2019,402,0,1499.94,9
2153,1/15/2025,1197,2054,401,3,2536.53,2
2154,1/11/2025,1116,2070,403,1,47.07,14
2155,2/28/2025,1005,2000,404,0,1015.57,22
2156,10/24/2024,1005,2097,401,0,4290.82,24
2157,8/10/2024,1116,2047,403,1,595.01,29
2158,12/13/2024,1149,2023,403,1,529.52,8
2159,8/9/2024,1010,2054,403,0,4481.31,22
2160,9/1/2024,1084,2087,401,3,1635.66,11
2161,3/23/2025,1053,2096,402,1,530.27,24
2162,5/3/2025,1033,2097,401,1,4242.44,26
2163,3/15/2025,1023,2039,401,2,2267.7,20
2164,4/30/2025,1157,2013,401,3,838.64,9
2165,11/22/2024,1071,2013,404,2,3048.61,11
2166,4/27/2025,1025,2023,404,1,2175.7,4
2167,2/16/2025,1005,2035,404,3,962.99,25
2170,10/19/2024,1089,2040,401,1,99.58,8
2171,9/30/2024,1012,2056,404,3,558.81,26
2172,12/28/2024,1020,2019,401,1,1644.68,29
2173,3/20/2025,1138,2075,402,0,1108.33,11
2174,11/30/2024,1162,2073,402,1,1198.38,23
2175,5/27/2025,1024,2079,401,3,3494.8,9
2176,5/17/2025,1133,2070,403,1,85.81,19
2177,5/23/2025,1111,2061,402,1,1040.43,12
2178,11/4/2024,1116,2027,403,0,813.99,3
2179,12/16/2024,1089,2019,402,3,4473.15,12
2180,9/30/2024,1005,2041,402,0,1262.87,30
2181,8/7/2024,1022,2039,402,0,3448.06,13
2183,3/31/2025,1089,2023,401,2,584.43,26
2184,9/4/2024,1066,2031,403,1,630.86,17
2185,11/23/2024,1071,2000,401,0,329.95,16
2186,11/29/2024,1005,2019,404,0,2461.67,29
2188,8/22/2024,1113,2084,402,0,1741.33,20
2189,8/22/2024,1003,2079,403,0,1848.52,23
2190,5/10/2025,1099,2040,401,1,74.95,17
2191,1/18/2025,1092,2053,401,1,1228.59,22
2192,8/14/2024,1071,2008,404,2,1123.43,23
2193,6/8/2024,1032,2072,402,1,378.97,15
2194,12/17/2024,1068,2009,404,2,119.33,9
2195,3/19/2025,1099,2057,401,2,770.96,14
2196,9/1/2024,1035,2072,401,3,1055.65,25
2197,2/22/2025,1167,2013,403,2,1908.29,9
2198,2/25/2025,1023,2035,402,0,646.26,26
2199,3/13/2025,1019,2079,401,3,1821.2,22
2201,3/1/2025,1089,2032,404,1,806.01,23
2202,9/5/2024,1017,2038,401,0,340.85,11
2203,11/26/2024,1147,2001,403,3,1683.37,9
2206,8/26/2024,1120,2015,402,1,1781.31,28
2207,11/26/2024,1071,2078,401,3,1038.78,16
2208,10/11/2024,1084,2005,404,1,448.48,4
2209,1/28/2025,1032,2003,403,2,1695.49,7
2212,6/27/2024,1116,2086,401,1,1042.49,11
2213,12/30/2024,1145,2020,404,1,679.57,5
2214,4/20/2025,1071,2058,401,2,384.65,19
2215,12/23/2024,1071,2075,402,0,512.94,6
2216,10/10/2024,1163,2002,401,3,1988.07,12
2218,8/7/2024,1059,2065,403,1,1409.88,20
2219,3/14/2025,1189,2097,401,0,2196.07,15
2220,1/10/2025,1173,2097,401,2,3114.13,21
2221,2/16/2025,1066,2029,404,0,141.17,6
2223,1/10/2025,1016,2051,402,3,1320,9
2224,3/8/2025,1134,2009,401,2,35.74,23
2225,1/12/2025,1022,2097,401,0,4480.51,27
2226,11/1/2024,1032,2016,401,1,518.21,3
2227,7/20/2024,1116,2053,402,2,475.77,9
2228,3/21/2025,1166,2041,403,3,865.5,9
2229,6/6/2024,1169,2018,403,2,1213.51,27
2230,12/23/2024,1039,2058,403,1,569.21,30
2231,11/19/2024,1180,2039,404,3,?,6
2232,5/3/2025,1096,2040,401,1,69.49,2
2233,12/3/2024,1032,2099,403,1,1662.78,11
2234,9/20/2024,1130,2015,403,3,535.1,22
2235,10/26/2024,1102,2025,402,0,1623.25,15
2236,12/27/2024,1135,2074,401,2,994.97,28
2237,5/1/2025,1044,2013,403,3,4825.61,2
2238,12/18/2024,1005,2009,404,3,134.96,25
2239,10/29/2024,1153,2019,402,3,2299.18,25
2241,8/10/2024,1064,2031,401,1,1219.01,17
2242,8/3/2024,1034,2019,403,3,1160.57,5
2243,12/30/2024,1017,2039,402,2,3038.1,26
2244,8/30/2024,1071,2073,404,3,1203.3,17
2245,12/13/2024,1171,2020,402,0,1940.76,21
2246,1/13/2025,1116,2035,401,3,2426.48,12
2247,5/11/2025,1020,2079,404,0,4357.88,10
2248,11/6/2024,1034,2054,402,0,2338.21,16
2249,7/13/2024,1146,2046,402,2,10.94,15
2250,9/10/2024,1125,2023,403,0,2669.73,15
2251,12/31/2024,1024,2091,404,1,4957.61,15
2252,10/18/2024,1066,2097,402,1,4249.97,7
2253,2/26/2025,1184,2035,404,3,1842.21,14
2254,8/16/2024,1079,2091,403,0,2720.22,26
2255,6/12/2024,1136,2016,402,0,1775.47,19
2256,2/2/2025,1082,2039,401,0,3596.28,17
2257,4/10/2025,1022,2030,402,2,735.77,23
2258,8/19/2024,1154,2071,403,2,1496.88,13
2259,2/20/2025,1082,2057,403,3,535.31,18
2261,3/31/2025,1020,2040,401,0,44.81,4
2262,5/5/2025,1038,2097,401,3,1221.43,28
2263,5/10/2025,1061,2069,404,2,1402.08,28
2264,6/9/2024,1138,2079,403,2,4555.83,6
2265,9/23/2024,1153,2035,402,3,749.72,5
2266,8/17/2024,1076,2013,401,3,2775.15,6
2267,5/20/2025,1010,2005,401,0,1459.63,25
2268,2/3/2025,1072,2010,401,1,788.22,9
2269,7/11/2024,1141,2009,403,3,102.14,28
2270,7/17/2024,1008,2091,402,2,4572.43,11
2271,1/27/2025,1069,2035,403,0,3555.03,10
2272,1/28/2025,1071,2019,403,0,3075.33,3
2273,2/20/2025,1107,2062,404,1,400.61,26
2274,10/10/2024,1096,2046,402,1,20.31,10
2276,6/21/2024,1013,2005,404,3,773.38,11
2277,7/25/2024,1164,2079,403,0,1473.6,7
2278,6/20/2024,1116,2035,401,1,1680.32,16
2279,8/5/2024,1032,2072,404,2,268.62,17
2281,5/3/2025,1075,2032,403,1,607.37,9
2282,12/16/2024,1177,2054,402,0,3337.8,16
2283,7/20/2024,1099,2040,402,2,65.74,24
2284,11/7/2024,1152,2047,402,3,1413.85,6
2285,10/30/2024,1005,2079,402,3,547.18,10
2286,11/19/2024,1193,2051,401,2,172.63,12
2288,5/15/2025,1024,2009,403,0,35.09,6
2290,2/27/2025,1089,2059,401,3,1870.47,3
2291,7/5/2024,1134,2068,404,2,839,4
2292,8/28/2024,1031,2024,403,3,1357.58,13
2293,11/22/2024,1001,2059,401,1,1403.43,28
2294,4/7/2025,1022,2031,401,0,369.69,23
2295,12/27/2024,1061,2023,404,1,4992.31,21
2296,11/6/2024,1047,2017,403,1,1872.8,9
2297,4/25/2025,1158,2083,402,3,511.68,5
2298,5/9/2025,1089,2005,402,1,233.15,13
2299,2/1/2025,1005,2029,402,2,144.61,10
2300,12/1/2024,1116,2001,404,2,690.1,28
2301,9/18/2024,1099,2091,403,0,4817.29,30
2302,7/22/2024,1005,2031,402,1,893.37,5
2303,1/3/2025,1032,2059,404,0,1465.65,14
2305,12/17/2024,1005,2042,403,2,610.94,11
2306,2/19/2025,1032,2038,401,3,1367.03,26
2307,4/15/2025,1194,2021,404,1,1855.71,20
2308,4/5/2025,1040,2013,402,1,3480.62,25
2309,10/21/2024,1103,2033,404,2,571.17,6
2310,12/26/2024,1053,2035,404,2,3191.71,21
2311,7/4/2024,1180,2004,403,0,1214.57,30
2312,3/21/2025,1005,2055,403,1,1951.95,3
2313,9/14/2024,1033,2097,401,0,1797.42,22
2314,5/9/2025,1034,2019,402,3,4944.7,10
2315,4/18/2025,1071,2067,403,2,1784.53,26
2318,9/27/2024,1012,2009,402,2,61.81,18
2320,1/31/2025,1145,2049,402,1,1719.82,24
2321,4/11/2025,1051,2015,401,0,324.38,15
2322,7/6/2024,1001,2054,403,3,2328.58,6
2323,9/21/2024,1133,2041,403,2,2084.29,11
